Name,Image URL,Image Local Path
御雷卦诀,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/御雷卦诀_1级.png,media\御雷卦诀_1级.png
两仪阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/两仪阵_1级.png,media\两仪阵_1级.png
流水无情,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/流水无情_1级.png,media\流水无情_1级.png
气疗术,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/气疗术_1级.png,media\气疗术_1级.png
螳螂捕蝉,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/螳螂捕蝉_1级.png,media\螳螂捕蝉_1级.png
海底捞月,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/海底捞月_1级.png,media\海底捞月_1级.png
星弈·飞,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/星弈·飞_1级.png,media\星弈·飞_1级.png
星弈·虎,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/星弈·虎_1级.png,media\星弈·虎_1级.png
六爻绝阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/六爻绝阵_1级.png,media\六爻绝阵_1级.png
离卦,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/离卦_1级.png,media\离卦_1级.png
星轨推衍,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/星轨推衍_1级.png,media\星轨推衍_1级.png
蜻蜓点水,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/蜻蜓点水_1级.png,media\蜻蜓点水_1级.png
轰雷掣电,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/轰雷掣电_1级.png,media\轰雷掣电_1级.png
反震心法,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/反震心法_1级.png,media\反震心法_1级.png
金蝉脱壳,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金蝉脱壳_1级.png,media\金蝉脱壳_1级.png
杯弓蛇影,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/杯弓蛇影_1级.png,media\杯弓蛇影_1级.png
天元心法,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/天元心法_1级.png,media\天元心法_1级.png
星弈·断,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/星弈·断_1级.png,media\星弈·断_1级.png
乾卦,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/乾卦_1级.png,media\乾卦_1级.png
五雷轰顶,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/五雷轰顶_1级.png,media\五雷轰顶_1级.png
梅开二度,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/梅开二度_1级.png,media\梅开二度_1级.png
气吞山河,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/气吞山河_1级.png,media\气吞山河_1级.png
黄雀在后,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/黄雀在后_1级.png,media\黄雀在后_1级.png
紫气东来,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/紫气东来_1级.png,media\紫气东来_1级.png
卦灵返生,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/卦灵返生_1级.png,media\卦灵返生_1级.png
投石问路,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/投石问路_1级.png,media\投石问路_1级.png
木灵印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵印_1级.png,media\木灵印_1级.png
木灵·芽,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·芽_1级.png,media\木灵·芽_1级.png
火灵印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵印_1级.png,media\火灵印_1级.png
火灵·窜,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·窜_1级.png,media\火灵·窜_1级.png
土灵印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵印_1级.png,media\土灵印_1级.png
土灵·碎,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·碎_1级.png,media\土灵·碎_1级.png
金灵印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵印_1级.png,media\金灵印_1级.png
金灵·针,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·针_1级.png,media\金灵·针_1级.png
水灵印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵印_1级.png,media\水灵印_1级.png
水灵·涛,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·涛_1级.png,media\水灵·涛_1级.png
五行刺,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/五行刺_1级.png,media\五行刺_1级.png
木灵·复苏,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·复苏_1级.png,media\木灵·复苏_1级.png
木灵·疏影,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·疏影_1级.png,media\木灵·疏影_1级.png
火灵·聚炎,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·聚炎_1级.png,media\火灵·聚炎_1级.png
火灵·赤焰,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·赤焰_1级.png,media\火灵·赤焰_1级.png
土灵阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵阵_1级.png,media\土灵阵_1级.png
土灵·群山,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·群山_1级.png,media\土灵·群山_1级.png
金灵阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵阵_1级.png,media\金灵阵_1级.png
金灵·穿心,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·穿心_1级.png,media\金灵·穿心_1级.png
水灵·波澜,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·波澜_1级.png,media\水灵·波澜_1级.png
水灵·汹涌,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·汹涌_1级.png,media\水灵·汹涌_1级.png
浑天印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/浑天印_1级.png,media\浑天印_1级.png
木灵·巡林,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·巡林_1级.png,media\木灵·巡林_1级.png
火灵阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵阵_1级.png,media\火灵阵_1级.png
火灵·轰爆,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·轰爆_1级.png,media\火灵·轰爆_1级.png
土灵·扬尘,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·扬尘_1级.png,media\土灵·扬尘_1级.png
土灵·断崖,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·断崖_1级.png,media\土灵·断崖_1级.png
金灵·蓄锐,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·蓄锐_1级.png,media\金灵·蓄锐_1级.png
金灵·锋芒,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·锋芒_1级.png,media\金灵·锋芒_1级.png
水灵阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵阵_1级.png,media\水灵阵_1级.png
水灵·泉涌,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·泉涌_1级.png,media\水灵·泉涌_1级.png
五行流转,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/五行流转_1级.png,media\五行流转_1级.png
木灵·暗香,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·暗香_1级.png,media\木灵·暗香_1级.png
木灵·玫刺,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·玫刺_1级.png,media\木灵·玫刺_1级.png
火灵·瞬燃,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·瞬燃_1级.png,media\火灵·瞬燃_1级.png
火灵·灼心,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·灼心_1级.png,media\火灵·灼心_1级.png
土灵·绝壁,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·绝壁_1级.png,media\土灵·绝壁_1级.png
土灵·流沙,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·流沙_1级.png,media\土灵·流沙_1级.png
金灵·飞梭,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·飞梭_1级.png,media\金灵·飞梭_1级.png
金灵·铁骨,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·铁骨_1级.png,media\金灵·铁骨_1级.png
水灵·腾浪,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·腾浪_1级.png,media\水灵·腾浪_1级.png
水灵·潜遁,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·潜遁_1级.png,media\水灵·潜遁_1级.png
混元碎击,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/混元碎击_1级.png,media\混元碎击_1级.png
木灵·柳纷飞,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵·柳纷飞_1级.png,media\木灵·柳纷飞_1级.png
火灵·烈燎原,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵·烈燎原_1级.png,media\火灵·烈燎原_1级.png
土灵·合八荒,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵·合八荒_1级.png,media\土灵·合八荒_1级.png
金灵·巨鼎落,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵·巨鼎落_1级.png,media\金灵·巨鼎落_1级.png
水灵·纳百川,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵·纳百川_1级.png,media\水灵·纳百川_1级.png
混元无极阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/混元无极阵_1级.png,media\混元无极阵_1级.png
五行天髓诀,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/五行天髓诀_1级.png,media\五行天髓诀_1级.png
火灵秘印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火灵秘印_1级.png,media\火灵秘印_1级.png
金灵秘印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/金灵秘印_1级.png,media\金灵秘印_1级.png
木灵秘印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/木灵秘印_1级.png,media\木灵秘印_1级.png
水灵秘印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/水灵秘印_1级.png,media\水灵秘印_1级.png
土灵秘印,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/土灵秘印_1级.png,media\土灵秘印_1级.png
地灵丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/地灵丹_1级.png,media\地灵丹_1级.png
培元丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/培元丹_1级.png,media\培元丹_1级.png
小还丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/小还丹_1级.png,media\小还丹_1级.png
锻体丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/锻体丹_1级.png,media\锻体丹_1级.png
飞云丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/飞云丹_1级.png,media\飞云丹_1级.png
驱邪丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/驱邪丹_1级.png,media\驱邪丹_1级.png
还魂丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/还魂丹_1级.png,media\还魂丹_1级.png
疗伤丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/疗伤丹_1级.png,media\疗伤丹_1级.png
神力丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/神力丹_1级.png,media\神力丹_1级.png
大还丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/大还丹_1级.png,media\大还丹_1级.png
聚灵丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/聚灵丹_1级.png,media\聚灵丹_1级.png
洗髓丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/洗髓丹_1级.png,media\洗髓丹_1级.png
冰灵护体丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/冰灵护体丹_1级.png,media\冰灵护体丹_1级.png
锻体玄丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/锻体玄丹_1级.png,media\锻体玄丹_1级.png
悟道丹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/悟道丹_1级.png,media\悟道丹_1级.png
奔雷符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/奔雷符_1级.png,media\奔雷符_1级.png
护灵符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/护灵符_1级.png,media\护灵符_1级.png
锐金符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/锐金符_1级.png,media\锐金符_1级.png
火云符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/火云符_1级.png,media\火云符_1级.png
寒冰咒,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/寒冰咒_1级.png,media\寒冰咒_1级.png
吸灵符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/吸灵符_1级.png,media\吸灵符_1级.png
瘴气符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/瘴气符_1级.png,media\瘴气符_1级.png
聚气咒,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/聚气咒_1级.png,media\聚气咒_1级.png
扰心符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/扰心符_1级.png,media\扰心符_1级.png
弱体符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/弱体符_1级.png,media\弱体符_1级.png
镇魂封元符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/镇魂封元符_1级.png,media\镇魂封元符_1级.png
千里神行符,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/千里神行符_1级.png,media\千里神行符_1级.png
天灵曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/天灵曲_1级.png,media\天灵曲_1级.png
断肠曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/断肠曲_1级.png,media\断肠曲_1级.png
狂舞曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/狂舞曲_1级.png,media\狂舞曲_1级.png
轮指连音,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/轮指连音_1级.png,media\轮指连音_1级.png
九煞破灵曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/九煞破灵曲_1级.png,media\九煞破灵曲_1级.png
同心曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/同心曲_1级.png,media\同心曲_1级.png
天音困仙曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/天音困仙曲_1级.png,media\天音困仙曲_1级.png
幽绪乱心曲,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/幽绪乱心曲_1级.png,media\幽绪乱心曲_1级.png
转弦合调,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/转弦合调_1级.png,media\转弦合调_1级.png
调色,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/调色_1级.png,media\调色_1级.png
练笔,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/练笔_1级.png,media\练笔_1级.png
研墨,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/研墨_1级.png,media\研墨_1级.png
笔走龙蛇,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/笔走龙蛇_1级.png,media\笔走龙蛇_1级.png
画饼充饥,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/画饼充饥_1级.png,media\画饼充饥_1级.png
画蛇添足,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/画蛇添足_1级.png,media\画蛇添足_1级.png
挥毫泼墨,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/挥毫泼墨_1级.png,media\挥毫泼墨_1级.png
灵感迸发,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/灵感迸发_1级.png,media\灵感迸发_1级.png
以画入道,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/以画入道_1级.png,media\以画入道_1级.png
触类旁通,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/触类旁通_1级.png,media\触类旁通_1级.png
神来之笔,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/神来之笔_1级.png,media\神来之笔_1级.png
落纸云烟,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/落纸云烟_1级.png,media\落纸云烟_1级.png
运笔如飞,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/运笔如飞_1级.png,media\运笔如飞_1级.png
画龙点睛,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/画龙点睛_1级.png,media\画龙点睛_1级.png
妙笔生花,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/妙笔生花_1级.png,media\妙笔生花_1级.png
引雷阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/引雷阵_1级.png,media\引雷阵_1级.png
碎杀阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/碎杀阵_1级.png,media\碎杀阵_1级.png
冲击阵纹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/冲击阵纹_1级.png,media\冲击阵纹_1级.png
龟甲阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/龟甲阵_1级.png,media\龟甲阵_1级.png
邪蛊阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/邪蛊阵_1级.png,media\邪蛊阵_1级.png
疗愈阵纹,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/疗愈阵纹_1级.png,media\疗愈阵纹_1级.png
聚灵阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/聚灵阵_1级.png,media\聚灵阵_1级.png
周天剑阵,https://pic.iyingdi.com/yingdiimg/gadgets/yixian/card/周天剑阵_1级.png,media\周天剑阵_1级.png
